,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
39252,574690,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,2011-11-06 13:11:00,0.65,12638.0,Sweden
39253,574690,22467,GUMBALL COAT RACK,6,2011-11-06 13:11:00,2.55,12638.0,Sweden
39254,574690,22380,TOY TIDY SPACEBOY,5,2011-11-06 13:11:00,2.1,12638.0,Sweden
39255,574690,22664,TOY TIDY DOLLY GIRL DESIGN,5,2011-11-06 13:11:00,2.1,12638.0,Sweden
39256,574690,POST,POSTAGE,4,2011-11-06 13:11:00,40.0,12638.0,Sweden
39257,574694,21481,FAWN BLUE HOT WATER BOTTLE,4,2011-11-06 13:36:00,3.75,12381.0,Norway
39258,574694,22423,REGENCY CAKESTAND 3 TIER,2,2011-11-06 13:36:00,12.75,12381.0,Norway
39259,574694,22941,CHRISTMAS LIGHTS 10 REINDEER,8,2011-11-06 13:36:00,8.5,12381.0,Norway
39260,574694,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2011-11-06 13:36:00,4.95,12381.0,Norway
39261,574694,22807,SET OF 6 T-LIGHTS TOADSTOOLS,6,2011-11-06 13:36:00,2.95,12381.0,Norway
39262,574694,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-11-06 13:36:00,1.65,12381.0,Norway
39263,574694,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2011-11-06 13:36:00,2.1,12381.0,Norway
39264,574694,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-11-06 13:36:00,0.83,12381.0,Norway
39265,574694,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-11-06 13:36:00,1.45,12381.0,Norway
39266,574694,22466,FAIRY TALE COTTAGE NIGHT LIGHT,12,2011-11-06 13:36:00,1.95,12381.0,Norway
39267,574694,23480,MINI LIGHTS WOODLAND MUSHROOMS,8,2011-11-06 13:36:00,3.75,12381.0,Norway
39268,574694,23084,RABBIT NIGHT LIGHT,12,2011-11-06 13:36:00,2.08,12381.0,Norway
39269,574694,23215,JINGLE BELL HEART ANTIQUE SILVER,12,2011-11-06 13:36:00,2.08,12381.0,Norway
39270,574694,22945,CHRISTMAS METAL TAGS ASSORTED,12,2011-11-06 13:36:00,0.85,12381.0,Norway
39271,574694,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-11-06 13:36:00,0.55,12381.0,Norway
39272,574694,POST,POSTAGE,2,2011-11-06 13:36:00,40.0,12381.0,Norway
39273,574713,23489,VINTAGE BELLS GARLAND,6,2011-11-06 14:26:00,2.89,12628.0,Germany
39274,574713,23582,VINTAGE DOILY JUMBO BAG RED,10,2011-11-06 14:26:00,2.08,12628.0,Germany
39275,574713,23077,DOUGHNUT LIP GLOSS,40,2011-11-06 14:26:00,1.25,12628.0,Germany
39276,574713,23245,SET OF 3 REGENCY CAKE TINS,4,2011-11-06 14:26:00,4.95,12628.0,Germany
39277,574713,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-11-06 14:26:00,3.25,12628.0,Germany
39278,574713,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-11-06 14:26:00,2.89,12628.0,Germany
39279,574713,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-11-06 14:26:00,2.89,12628.0,Germany
39280,574713,22654,DELUXE SEWING KIT,3,2011-11-06 14:26:00,5.95,12628.0,Germany
39281,574713,22557,PLASTERS IN TIN VINTAGE PAISLEY,12,2011-11-06 14:26:00,1.65,12628.0,Germany
39282,574713,22551,PLASTERS IN TIN SPACEBOY,12,2011-11-06 14:26:00,1.65,12628.0,Germany
39283,574713,POST,POSTAGE,1,2011-11-06 14:26:00,18.0,12628.0,Germany
39284,574740,22064,PINK DOUGHNUT TRINKET POT,12,2011-11-06 16:07:00,1.65,12357.0,Switzerland
39285,574740,21232,STRAWBERRY CERAMIC TRINKET POT,12,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39286,574740,22066,LOVE HEART TRINKET POT,48,2011-11-06 16:07:00,0.39,12357.0,Switzerland
39287,574740,22067,CHOC TRUFFLE GOLD TRINKET POT,12,2011-11-06 16:07:00,1.65,12357.0,Switzerland
39288,574740,21555,CERAMIC STRAWBERRY TRINKET TRAY,6,2011-11-06 16:07:00,2.55,12357.0,Switzerland
39289,574740,22316,200 BENDY SKULL STRAWS,12,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39290,574740,22315,200 RED + WHITE BENDY STRAWS,12,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39291,574740,21843,RED RETROSPOT CAKE STAND,6,2011-11-06 16:07:00,10.95,12357.0,Switzerland
39292,574740,22061,LARGE CAKE STAND  HANGING STRAWBERY,12,2011-11-06 16:07:00,8.5,12357.0,Switzerland
39293,574740,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,12,2011-11-06 16:07:00,8.5,12357.0,Switzerland
39294,574740,37449,CERAMIC CAKE STAND + HANGING CAKES,8,2011-11-06 16:07:00,8.5,12357.0,Switzerland
39295,574740,22423,REGENCY CAKESTAND 3 TIER,8,2011-11-06 16:07:00,12.75,12357.0,Switzerland
39296,574740,37446,MINI CAKE STAND WITH HANGING CAKES,16,2011-11-06 16:07:00,1.45,12357.0,Switzerland
39297,574740,22055,MINI CAKE STAND  HANGING STRAWBERY,16,2011-11-06 16:07:00,1.65,12357.0,Switzerland
39298,574740,20676,RED RETROSPOT BOWL,72,2011-11-06 16:07:00,1.06,12357.0,Switzerland
39299,574740,20677,PINK POLKADOT BOWL,16,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39300,574740,22072,RED RETROSPOT TEA CUP AND SAUCER,24,2011-11-06 16:07:00,3.39,12357.0,Switzerland
39301,574740,22070,SMALL RED RETROSPOT MUG IN BOX,36,2011-11-06 16:07:00,3.39,12357.0,Switzerland
39302,574740,22071,SMALL WHITE RETROSPOT MUG IN BOX,36,2011-11-06 16:07:00,3.39,12357.0,Switzerland
39303,574740,22190,LOCAL CAFE MUG,12,2011-11-06 16:07:00,2.1,12357.0,Switzerland
39304,574740,21844,RED RETROSPOT MUG,24,2011-11-06 16:07:00,2.95,12357.0,Switzerland
39305,574740,21874,GIN AND TONIC MUG,12,2011-11-06 16:07:00,1.65,12357.0,Switzerland
39306,574740,22059,CERAMIC STRAWBERRY DESIGN MUG,12,2011-11-06 16:07:00,1.49,12357.0,Switzerland
39307,574740,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,2011-11-06 16:07:00,1.49,12357.0,Switzerland
39308,574740,22632,HAND WARMER RED RETROSPOT,96,2011-11-06 16:07:00,1.85,12357.0,Switzerland
39309,574740,22312,OFFICE MUG WARMER POLKADOT,24,2011-11-06 16:07:00,2.95,12357.0,Switzerland
39310,574740,22903,CALENDAR FAMILY FAVOURITES,12,2011-11-06 16:07:00,2.95,12357.0,Switzerland
39311,574740,22904,CALENDAR PAPER CUT DESIGN,12,2011-11-06 16:07:00,2.95,12357.0,Switzerland
39312,574740,22905,CALENDAR IN SEASON DESIGN,12,2011-11-06 16:07:00,2.95,12357.0,Switzerland
39313,574740,22333,RETROSPOT PARTY BAG + STICKER SET,24,2011-11-06 16:07:00,1.65,12357.0,Switzerland
39314,574740,21039,RED RETROSPOT SHOPPING BAG,12,2011-11-06 16:07:00,2.55,12357.0,Switzerland
39315,574740,20750,RED RETROSPOT MINI CASES,12,2011-11-06 16:07:00,6.35,12357.0,Switzerland
39316,574740,85014A,BLACK/BLUE POLKADOT UMBRELLA,12,2011-11-06 16:07:00,5.95,12357.0,Switzerland
39317,574740,85014B,RED RETROSPOT UMBRELLA,48,2011-11-06 16:07:00,4.95,12357.0,Switzerland
39318,574740,15056BL,EDWARDIAN PARASOL BLACK,9,2011-11-06 16:07:00,5.95,12357.0,Switzerland
39319,574740,15056P,EDWARDIAN PARASOL PINK,3,2011-11-06 16:07:00,5.95,12357.0,Switzerland
39320,574740,20679,EDWARDIAN PARASOL RED,9,2011-11-06 16:07:00,5.95,12357.0,Switzerland
39321,574740,84665,SQUARE CHERRY BLOSSOM CABINET,4,2011-11-06 16:07:00,5.95,12357.0,Switzerland
39322,574740,21485,RETROSPOT HEART HOT WATER BOTTLE,24,2011-11-06 16:07:00,4.25,12357.0,Switzerland
39323,574740,23357,HOT WATER BOTTLE SEX BOMB,24,2011-11-06 16:07:00,4.15,12357.0,Switzerland
39324,574740,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2011-11-06 16:07:00,3.75,12357.0,Switzerland
39325,574740,23355,HOT WATER BOTTLE KEEP CALM,24,2011-11-06 16:07:00,4.15,12357.0,Switzerland
39326,574740,23358,HOT STUFF HOT WATER BOTTLE,24,2011-11-06 16:07:00,3.75,12357.0,Switzerland
39327,574740,84030E,ENGLISH ROSE HOT WATER BOTTLE,24,2011-11-06 16:07:00,3.75,12357.0,Switzerland
39328,574740,23356,LOVE HOT WATER BOTTLE,24,2011-11-06 16:07:00,4.95,12357.0,Switzerland
39329,574740,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,2011-11-06 16:07:00,3.75,12357.0,Switzerland
39330,574740,72780,BLACK SILOUETTE CANDLE PLATE,12,2011-11-06 16:07:00,0.85,12357.0,Switzerland
39331,574740,72783,BLACK SIL'T SQU CANDLE PLATE,12,2011-11-06 16:07:00,2.1,12357.0,Switzerland
39332,574740,37495,FAIRY CAKE BIRTHDAY CANDLE SET,36,2011-11-06 16:07:00,2.95,12357.0,Switzerland
39333,574740,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,72,2011-11-06 16:07:00,1.85,12357.0,Switzerland
39334,574740,85040A,S/4 PINK FLOWER CANDLES IN BOWL,48,2011-11-06 16:07:00,1.45,12357.0,Switzerland
39335,574740,20931,BLUE POT PLANT CANDLE,12,2011-11-06 16:07:00,2.95,12357.0,Switzerland
39336,574740,20932,PINK POT PLANT CANDLE,12,2011-11-06 16:07:00,2.95,12357.0,Switzerland
39337,574740,22969,HOMEMADE JAM SCENTED CANDLES,96,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39338,574740,72741,GRAND CHOCOLATECANDLE,72,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39339,574740,85174,S/4 CACTI CANDLES,16,2011-11-06 16:07:00,4.25,12357.0,Switzerland
39340,574740,21506,"FANCY FONT BIRTHDAY CARD,",24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39341,574740,22025,RING OF ROSES BIRTHDAY CARD,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39342,574740,21507,ELEPHANT BIRTHDAY CARD,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39343,574740,22023,EMPIRE BIRTHDAY CARD,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39344,574740,22026,BANQUET BIRTHDAY  CARD,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39345,574740,21508,VINTAGE KID DOLLY CARD,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39346,574740,22024,RAINY LADIES BIRTHDAY CARD,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39347,574740,22027,TEA PARTY BIRTHDAY CARD,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39348,574740,22028,PENNY FARTHING BIRTHDAY CARD,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39349,574740,22716,CARD CIRCUS PARADE,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39350,574740,22029,SPACEBOY BIRTHDAY CARD,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39351,574740,22712,CARD DOLLY GIRL,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39352,574740,22717,CARD DOG AND BALL,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39353,574740,22714,CARD BIRTHDAY COWBOY,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39354,574740,22718,CARD CAT AND TREE,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39355,574740,22814,CARD PARTY GAMES,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39356,574740,22819,"BIRTHDAY CARD, RETRO SPOT",24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39357,574740,22983,CARD BILLBOARD FONT,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39358,574740,22817,CARD SUKI BIRTHDAY,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39359,574740,22984,CARD GINGHAM ROSE,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39360,574740,22815,CARD PSYCHEDELIC APPLES,24,2011-11-06 16:07:00,0.42,12357.0,Switzerland
39361,574740,22947,WOODEN ADVENT CALENDAR RED,12,2011-11-06 16:07:00,7.95,12357.0,Switzerland
39362,574740,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,24,2011-11-06 16:07:00,0.79,12357.0,Switzerland
39363,574740,35598B,BLACK CHRISTMAS TREE 60CM,24,2011-11-06 16:07:00,0.65,12357.0,Switzerland
39364,574740,35599B,BLACK CHRISTMAS TREE 120CM,12,2011-11-06 16:07:00,1.95,12357.0,Switzerland
39365,574740,35598D,PINK/WHITE CHRISTMAS TREE 60CM,24,2011-11-06 16:07:00,0.65,12357.0,Switzerland
39366,574740,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,24,2011-11-06 16:07:00,1.95,12357.0,Switzerland
39367,574740,22306,SILVER MUG BONE CHINA TREE OF LIFE,12,2011-11-06 16:07:00,1.06,12357.0,Switzerland
39368,574740,23267,SET OF 4 SANTA PLACE SETTINGS,24,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39369,574740,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,36,2011-11-06 16:07:00,3.29,12357.0,Switzerland
39370,574740,71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",12,2011-11-06 16:07:00,2.95,12357.0,Switzerland
39371,574740,23494,VINTAGE DOILY DELUXE SEWING KIT,12,2011-11-06 16:07:00,5.95,12357.0,Switzerland
39372,574740,23493,VINTAGE DOILY TRAVEL SEWING KIT,20,2011-11-06 16:07:00,1.95,12357.0,Switzerland
39373,574740,84819,DANISH ROSE ROUND SEWING BOX,8,2011-11-06 16:07:00,3.39,12357.0,Switzerland
39374,574740,22511,RETROSPOT BABUSHKA DOORSTOP,12,2011-11-06 16:07:00,3.75,12357.0,Switzerland
39375,574740,21116,OWL DOORSTOP,16,2011-11-06 16:07:00,4.25,12357.0,Switzerland
39376,574740,22510,GINGHAM BABUSHKA DOORSTOP,12,2011-11-06 16:07:00,3.75,12357.0,Switzerland
39377,574740,21411,GINGHAM HEART  DOORSTOP RED,12,2011-11-06 16:07:00,4.25,12357.0,Switzerland
39378,574740,22508,DOORSTOP RETROSPOT HEART,12,2011-11-06 16:07:00,3.75,12357.0,Switzerland
39379,574740,22728,ALARM CLOCK BAKELIKE PINK,8,2011-11-06 16:07:00,3.75,12357.0,Switzerland
39380,574740,22726,ALARM CLOCK BAKELIKE GREEN,8,2011-11-06 16:07:00,3.75,12357.0,Switzerland
39381,574740,22727,ALARM CLOCK BAKELIKE RED,8,2011-11-06 16:07:00,3.75,12357.0,Switzerland
39382,574740,22191,IVORY DINER WALL CLOCK,6,2011-11-06 16:07:00,8.5,12357.0,Switzerland
39383,574740,23178,JAM CLOCK MAGNET,6,2011-11-06 16:07:00,2.89,12357.0,Switzerland
39384,574740,23181,BULL DOG BOTTLE TOP WALL CLOCK,16,2011-11-06 16:07:00,7.5,12357.0,Switzerland
39385,574740,23179,CLOCK MAGNET MUM'S KITCHEN,6,2011-11-06 16:07:00,2.89,12357.0,Switzerland
39386,574740,22193,RED DINER WALL CLOCK,6,2011-11-06 16:07:00,8.5,12357.0,Switzerland
39387,574740,23315,IVORY REFECTORY CLOCK,6,2011-11-06 16:07:00,9.95,12357.0,Switzerland
39388,574740,23316,RED REFECTORY CLOCK,6,2011-11-06 16:07:00,9.95,12357.0,Switzerland
39389,574740,23317,BLUE REFECTORY CLOCK,6,2011-11-06 16:07:00,9.95,12357.0,Switzerland
39390,574740,23485,BOTANICAL GARDENS WALL CLOCK,1,2011-11-06 16:07:00,25.0,12357.0,Switzerland
39391,574740,23341,PINK DINER WALL CLOCK,6,2011-11-06 16:07:00,8.5,12357.0,Switzerland
39392,574740,22966,GINGERBREAD MAN COOKIE CUTTER,24,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39393,574740,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-11-06 16:07:00,1.45,12357.0,Switzerland
39394,574740,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,12,2011-11-06 16:07:00,2.1,12357.0,Switzerland
39395,574740,21154,RED RETROSPOT OVEN GLOVE,30,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39396,574740,47559B,TEA TIME OVEN GLOVE,30,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39397,574740,22897,OVEN MITT APPLES DESIGN,30,2011-11-06 16:07:00,1.45,12357.0,Switzerland
39398,574740,21218,RED SPOTTY BISCUIT TIN,12,2011-11-06 16:07:00,3.75,12357.0,Switzerland
39399,574740,22357,KINGS CHOICE BISCUIT TIN,12,2011-11-06 16:07:00,3.75,12357.0,Switzerland
39400,574740,23247,BISCUIT TIN 50'S CHRISTMAS,12,2011-11-06 16:07:00,2.89,12357.0,Switzerland
39401,574740,22358,KINGS CHOICE TEA CADDY,12,2011-11-06 16:07:00,2.95,12357.0,Switzerland
39402,574740,85159A,"BLACK TEA,COFFEE,SUGAR JARS",12,2011-11-06 16:07:00,1.95,12357.0,Switzerland
39403,574740,85159B,"WHITE TEA,COFFEE,SUGAR JARS",12,2011-11-06 16:07:00,1.95,12357.0,Switzerland
39404,574740,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",8,2011-11-06 16:07:00,4.95,12357.0,Switzerland
39405,574740,23168,CLASSIC CAFE SUGAR DISPENSER,12,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39406,574740,22846,BREAD BIN DINER STYLE RED,4,2011-11-06 16:07:00,14.95,12357.0,Switzerland
39407,574740,22847,BREAD BIN DINER STYLE IVORY,4,2011-11-06 16:07:00,14.95,12357.0,Switzerland
39408,574740,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,48,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39409,574740,23198,PANTRY MAGNETIC  SHOPPING LIST,48,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39410,574740,23196,VINTAGE LEAF MAGNETIC NOTEPAD,48,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39411,574740,22348,TEA BAG PLATE RED RETROSPOT,48,2011-11-06 16:07:00,0.85,12357.0,Switzerland
39412,574740,23184,BULL DOG BOTTLE OPENER,36,2011-11-06 16:07:00,4.15,12357.0,Switzerland
39413,574740,23302,KNEELING MAT HOUSEWORK  DESIGN,12,2011-11-06 16:07:00,1.65,12357.0,Switzerland
39414,574740,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-11-06 16:07:00,1.25,12357.0,Switzerland
39415,574745,21619,4 VANILLA BOTANICAL CANDLES,12,2011-11-07 08:26:00,1.25,14911.0,EIRE
39416,574745,21824,PAINTED METAL STAR WITH HOLLY BELLS,24,2011-11-07 08:26:00,0.39,14911.0,EIRE
39417,574745,22043,CHRISTMAS CARD SCREEN PRINT,24,2011-11-07 08:26:00,0.19,14911.0,EIRE
39418,574745,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-07 08:26:00,0.29,14911.0,EIRE
39419,574745,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,48,2011-11-07 08:26:00,0.29,14911.0,EIRE
39420,574745,22340,NOEL GARLAND PAINTED ZINC,24,2011-11-07 08:26:00,0.39,14911.0,EIRE
39421,574745,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-11-07 08:26:00,0.29,14911.0,EIRE
39422,574745,35953,FOLKART STAR CHRISTMAS DECORATIONS,48,2011-11-07 08:26:00,0.39,14911.0,EIRE
39423,574745,21992,VINTAGE PAISLEY STATIONERY SET,12,2011-11-07 08:26:00,1.25,14911.0,EIRE
39424,574745,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,2011-11-07 08:26:00,1.25,14911.0,EIRE
39425,574745,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-11-07 08:26:00,0.85,14911.0,EIRE
39426,574745,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,2011-11-07 08:26:00,2.89,14911.0,EIRE
39427,574745,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-11-07 08:26:00,0.79,14911.0,EIRE
39428,574745,21817,GLITTER CHRISTMAS TREE,36,2011-11-07 08:26:00,0.39,14911.0,EIRE
39429,574745,C2,CARRIAGE,1,2011-11-07 08:26:00,50.0,14911.0,EIRE
39430,574838,POST,POSTAGE,5,2011-11-07 11:37:00,28.0,12484.0,Spain
39431,574841,84078A,SET/4 WHITE RETRO STORAGE CUBES,8,2011-11-07 11:42:00,34.95,14156.0,EIRE
39432,574841,22580,ADVENT CALENDAR GINGHAM SACK,3,2011-11-07 11:42:00,5.95,14156.0,EIRE
39433,574841,23320,GIANT 50'S CHRISTMAS CRACKER,12,2011-11-07 11:42:00,2.89,14156.0,EIRE
39434,574841,23311,VINTAGE CHRISTMAS STOCKING,6,2011-11-07 11:42:00,2.55,14156.0,EIRE
39435,574841,C2,CARRIAGE,1,2011-11-07 11:42:00,50.0,14156.0,EIRE
39436,574844,47518F,ICON PLACEMAT POP ART ELVIS,24,2011-11-07 11:57:00,0.12,12783.0,Portugal
39437,574844,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,8,2011-11-07 11:57:00,3.75,12783.0,Portugal
39438,574844,23511,EMBROIDERED RIBBON REEL EMILY,6,2011-11-07 11:57:00,2.08,12783.0,Portugal
39439,574844,23514,EMBROIDERED RIBBON REEL SALLY,6,2011-11-07 11:57:00,2.08,12783.0,Portugal
39440,574844,23512,EMBROIDERED RIBBON REEL ROSIE,6,2011-11-07 11:57:00,2.08,12783.0,Portugal
39441,574844,90162A,ANT SILVER TURQUOISE BOUDICCA RING,6,2011-11-07 11:57:00,2.95,12783.0,Portugal
39442,574844,90162B,ANT SILVER LIME GREEN BOUDICCA RING,6,2011-11-07 11:57:00,2.95,12783.0,Portugal
39443,574844,23109,PACK OF SIX LED TEA LIGHTS,6,2011-11-07 11:57:00,2.89,12783.0,Portugal
39444,574844,23108,SET OF 10 LED DOLLY LIGHTS,4,2011-11-07 11:57:00,6.25,12783.0,Portugal
39445,574844,22476,EMPIRE UNION JACK TV DINNER TRAY,3,2011-11-07 11:57:00,4.95,12783.0,Portugal
39446,574844,22736,RIBBON REEL MAKING SNOWMEN,10,2011-11-07 11:57:00,1.65,12783.0,Portugal
39447,574844,22471,TV DINNER TRAY AIR HOSTESS,3,2011-11-07 11:57:00,4.95,12783.0,Portugal
39448,574844,POST,POSTAGE,1,2011-11-07 11:57:00,28.0,12783.0,Portugal
39449,574862,23346,SPACEBOY BEAKER,12,2011-11-07 12:27:00,1.25,12408.0,Belgium
39450,574862,20668,DISCO BALL CHRISTMAS DECORATION,24,2011-11-07 12:27:00,0.12,12408.0,Belgium
39451,574862,23345,DOLLY GIRL BEAKER,12,2011-11-07 12:27:00,1.25,12408.0,Belgium
39452,574862,22725,ALARM CLOCK BAKELIKE CHOCOLATE,16,2011-11-07 12:27:00,3.75,12408.0,Belgium
39453,574862,22726,ALARM CLOCK BAKELIKE GREEN,16,2011-11-07 12:27:00,3.75,12408.0,Belgium
39454,574862,22727,ALARM CLOCK BAKELIKE RED,16,2011-11-07 12:27:00,3.75,12408.0,Belgium
39455,574862,22898,CHILDRENS APRON APPLES DESIGN,8,2011-11-07 12:27:00,1.95,12408.0,Belgium
39456,574862,23115,RED APPLES CHOPPING BOARD,9,2011-11-07 12:27:00,4.95,12408.0,Belgium
39457,574862,23114,VINTAGE LEAF CHOPPING BOARD,9,2011-11-07 12:27:00,4.95,12408.0,Belgium
39458,574862,23206,LUNCH BAG APPLE DESIGN,10,2011-11-07 12:27:00,1.65,12408.0,Belgium
39459,574862,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-11-07 12:27:00,1.65,12408.0,Belgium
39460,574862,23379,PACK OF 12 RED APPLE TISSUES,24,2011-11-07 12:27:00,0.39,12408.0,Belgium
39461,574862,23381,PACK OF 12 VINTAGE LEAF TISSUES,24,2011-11-07 12:27:00,0.39,12408.0,Belgium
39462,574862,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-11-07 12:27:00,2.08,12408.0,Belgium
39463,574862,22549,PICTURE DOMINOES,12,2011-11-07 12:27:00,1.45,12408.0,Belgium
39464,574862,21791,VINTAGE HEADS AND TAILS CARD GAME,12,2011-11-07 12:27:00,1.25,12408.0,Belgium
39465,574862,23388,WOODLAND MINI BACKPACK,4,2011-11-07 12:27:00,4.15,12408.0,Belgium
39466,574862,23389,SPACEBOY MINI BACKPACK,4,2011-11-07 12:27:00,4.15,12408.0,Belgium
39467,574862,23084,RABBIT NIGHT LIGHT,48,2011-11-07 12:27:00,1.79,12408.0,Belgium
39468,574862,22629,SPACEBOY LUNCH BOX,64,2011-11-07 12:27:00,1.65,12408.0,Belgium
39469,574862,23290,SPACEBOY CHILDRENS BOWL,8,2011-11-07 12:27:00,1.25,12408.0,Belgium
39470,574862,22303,COFFEE MUG APPLES DESIGN,12,2011-11-07 12:27:00,2.55,12408.0,Belgium
39471,574862,POST,POSTAGE,5,2011-11-07 12:27:00,15.0,12408.0,Belgium
39473,574869,22594,CHRISTMAS GINGHAM TREE,12,2011-11-07 12:44:00,0.85,12708.0,Germany
39474,574869,23215,JINGLE BELL HEART ANTIQUE SILVER,12,2011-11-07 12:44:00,2.08,12708.0,Germany
39475,574869,23317,BLUE REFECTORY CLOCK,2,2011-11-07 12:44:00,9.95,12708.0,Germany
39476,574869,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-11-07 12:44:00,1.45,12708.0,Germany
39477,574869,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-11-07 12:44:00,1.45,12708.0,Germany
39478,574869,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,24,2011-11-07 12:44:00,1.45,12708.0,Germany
39479,574869,22629,SPACEBOY LUNCH BOX,12,2011-11-07 12:44:00,1.95,12708.0,Germany
39480,574869,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,2011-11-07 12:44:00,1.65,12708.0,Germany
39481,574869,22467,GUMBALL COAT RACK,6,2011-11-07 12:44:00,2.55,12708.0,Germany
39482,574869,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2011-11-07 12:44:00,0.83,12708.0,Germany
39483,574869,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-11-07 12:44:00,1.25,12708.0,Germany
39484,574869,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,2011-11-07 12:44:00,2.95,12708.0,Germany
39485,574869,21484,CHICK GREY HOT WATER BOTTLE,4,2011-11-07 12:44:00,4.25,12708.0,Germany
39486,574869,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-11-07 12:44:00,4.95,12708.0,Germany
39487,574869,22727,ALARM CLOCK BAKELIKE RED,4,2011-11-07 12:44:00,3.75,12708.0,Germany
39488,574869,POST,POSTAGE,1,2011-11-07 12:44:00,18.0,12708.0,Germany
39489,574874,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,264,2011-11-07 13:06:00,0.29,14911.0,EIRE
39490,574874,23314,VINTAGE CHRISTMAS TABLECLOTH,2,2011-11-07 13:06:00,12.5,14911.0,EIRE
